id,dia_da_semana,horario_de_pico,operacao_normal,estacao_de_entrada,sentido,esta_chovendo,lotacao_1_min_5_max,linha_8,linha_9
1244,Quarta,Sim,Sim,Granja Julieta,Osasco,Não,4,0.0,9.0
1245,Terça,Sim,Sim,Cidade Universitária,Grajaú,Não,4,0.0,11.0
1246,Segunda,Sim,Sim,Grajau,Grajaú,Não,5,0.0,15.0
1247,Sábado,Sim,Sim,Socorro,Grajaú,Não,5,0.0,15.0
1248,Quinta,Sim,Sim,Berrini,Osasco,Não,4,0.0,12.0
1249,Quinta,Não,Não,Hebraica Rebouças,Osasco,Sim,3,0.0,5.0
1250,Quarta,Sim,Sim,Morumbi,Osasco,Não,5,0.0,11.0
1251,Quarta,Não,Sim,Socorro,Grajaú,Não,1,0.0,8.0
1252,Domingo,Sim,Sim,Granja Julieta,Osasco,Não,5,0.0,13.0
1253,Domingo,Sim,Sim,Primavera Interlagos,Grajaú,Não,3,0.0,15.0
1254,Quinta,Sim,Sim,Santo Amaro,Grajaú,Não,5,0.0,10.0
1255,Terça,Sim,Não,Osasco,Osasco,Sim,3,0.0,10.0
1256,Quinta,Sim,Sim,Pinheiros,Osasco,Não,3,0.0,14.0
1257,Quinta,Não,Não,Santo Amaro,Grajaú,Não,2,0.0,6.0
1258,Domingo,Sim,Não,Morumbi,Osasco,Não,4,0.0,10.0
1259,Quarta,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Sim,5,0.0,10.0
1260,Sábado,Sim,Não,Cidade Jardim,Grajaú,Não,4,0.0,12.0
1261,Segunda,Sim,Sim,Cidade Jardim,Osasco,Não,5,0.0,9.0
1262,Terça,Sim,Sim,Pinheiros,Grajaú,Não,5,0.0,14.0
1263,Sexta,Não,Sim,Ceasa,Grajaú,Sim,1,0.0,5.0
1264,Terça,Sim,Sim,Hebraica Rebouças,Grajaú,Não,5,0.0,13.0
1265,Domingo,Sim,Sim,Jurubatuba,Grajaú,Não,3,0.0,14.0
1266,Domingo,Sim,Não,João Dias,Grajaú,Não,5,0.0,14.0
1267,Sexta,Sim,Sim,João Dias,Grajaú,Sim,5,0.0,15.0
1268,Segunda,Não,Sim,Pinheiros,Osasco,Não,1,0.0,8.0
1269,Sábado,Sim,Sim,Socorro,Osasco,Não,5,0.0,10.0
1270,Sexta,Não,Sim,Pres. Altino,Osasco,Não,3,0.0,8.0
1271,Sexta,Não,Sim,Vila Olímpia,Grajaú,Não,2,0.0,4.0
1272,Terça,Não,Não,Mendes Vila Natal,Grajaú,Não,2,0.0,8.0
1273,Sexta,Não,Sim,Vila Olímpia,Grajaú,Não,1,0.0,5.0
1274,Sábado,Sim,Sim,Cidade Jardim,Osasco,Sim,3,0.0,12.0
1275,Segunda,Sim,Sim,Cidade Jardim,Osasco,Não,3,0.0,13.0
1276,Domingo,Não,Não,Cidade Universitária,Osasco,Não,2,0.0,4.0
1277,Quarta,Sim,Sim,Pinheiros,Osasco,Não,5,0.0,10.0
1278,Sexta,Não,Sim,Cidade Jardim,Grajaú,Não,3,0.0,8.0
1279,Sábado,Sim,Sim,Jurubatuba,Osasco,Não,4,0.0,14.0
1280,Sexta,Sim,Não,João Dias,Osasco,Sim,4,0.0,15.0
1281,Quarta,Sim,Sim,Pinheiros,Grajaú,Não,4,0.0,10.0
1282,Quinta,Sim,Sim,Osasco,Grajaú,Sim,5,0.0,15.0
1283,Quarta,Não,Sim,Hebraica Rebouças,Osasco,Sim,1,0.0,5.0
1284,Domingo,Sim,Sim,Pinheiros,Osasco,Sim,3,0.0,10.0
1285,Domingo,Sim,Sim,Autódromo,Grajaú,Não,5,0.0,10.0
1286,Sábado,Sim,Sim,Jurubatuba,Osasco,Sim,5,0.0,15.0
1287,Quinta,Sim,Não,Primavera Interlagos,Grajaú,Não,4,0.0,10.0
1288,Terça,Não,Sim,Mendes Vila Natal,Osasco,Não,1,0.0,7.0
1289,Terça,Sim,Sim,Granja Julieta,Osasco,Sim,5,0.0,9.0
1290,Segunda,Sim,Sim,Cidade Jardim,Grajaú,Não,5,0.0,10.0
1291,Sexta,Sim,Sim,Santo Amaro,Grajaú,Não,5,0.0,13.0
1292,Terça,Não,Sim,João Dias,Grajaú,Não,1,0.0,7.0
1293,Terça,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Não,5,0.0,10.0
1294,Quarta,Sim,Sim,Jurubatuba,Osasco,Não,4,0.0,13.0
1295,Sábado,Sim,Sim,Mendes Vila Natal,Osasco,Não,4,0.0,11.0
1296,Domingo,Sim,Não,Ceasa,Osasco,Não,5,0.0,11.0
1297,Sexta,Sim,Sim,Jurubatuba,Osasco,Não,4,0.0,11.0
1298,Sábado,Sim,Sim,Berrini,Grajaú,Não,4,0.0,10.0
1299,Terça,Sim,Não,Socorro,Osasco,Não,4,0.0,15.0
1300,Segunda,Sim,Sim,Grajau,Osasco,Não,5,0.0,14.0
1301,Sábado,Não,Sim,Grajau,Osasco,Sim,2,0.0,4.0
1302,Domingo,Sim,Sim,Ceasa,Grajaú,Não,3,0.0,14.0
1303,Quinta,Sim,Sim,Grajau,Grajaú,Sim,3,0.0,13.0
1304,Domingo,Não,Sim,Pinheiros,Osasco,Não,2,0.0,6.0
1305,Segunda,Sim,Sim,Morumbi,Grajaú,Não,5,0.0,11.0
1306,Quinta,Não,Sim,Cidade Jardim,Osasco,Não,3,0.0,4.0
1307,Segunda,Sim,Sim,Santo Amaro,Osasco,Não,4,0.0,14.0
1308,Sexta,Não,Sim,Primavera Interlagos,Osasco,Não,2,0.0,6.0
1309,Sábado,Não,Sim,Cidade Jardim,Grajaú,Sim,3,0.0,8.0
1310,Sábado,Sim,Sim,Santo Amaro,Osasco,Não,5,0.0,12.0
1311,Quarta,Sim,Sim,Mendes Vila Natal,Osasco,Não,5,0.0,11.0
1312,Segunda,Sim,Sim,Cidade Universitária,Osasco,Não,5,0.0,15.0
1313,Domingo,Sim,Sim,Grajau,Grajaú,Não,5,0.0,15.0
1314,Terça,Sim,Sim,Morumbi,Grajaú,Não,4,0.0,10.0
1315,Sexta,Sim,Sim,Hebraica Rebouças,Grajaú,Sim,3,0.0,10.0
1316,Quinta,Sim,Sim,Jurubatuba,Osasco,Não,5,0.0,10.0
1317,Terça,Não,Não,Santo Amaro,Osasco,Sim,1,0.0,5.0
1318,Sexta,Sim,Sim,Granja Julieta,Osasco,Sim,4,0.0,9.0
1319,Quarta,Sim,Sim,Primavera Interlagos,Osasco,Não,5,0.0,12.0
1320,Sexta,Sim,Sim,Berrini,Grajaú,Não,4,0.0,15.0
1321,Sexta,Sim,Sim,Cidade Universitária,Grajaú,Não,3,0.0,9.0
1322,Terça,Sim,Sim,Ceasa,Grajaú,Não,5,0.0,9.0
1323,Sexta,Não,Sim,Berrini,Osasco,Não,3,0.0,5.0
1324,Quarta,Sim,Sim,Osasco,Grajaú,Não,5,0.0,10.0
1325,Quarta,Não,Sim,Hebraica Rebouças,Osasco,Não,2,0.0,7.0
1326,Segunda,Não,Não,Hebraica Rebouças,Grajaú,Sim,1,0.0,5.0
1327,Quarta,Não,Sim,Hebraica Rebouças,Grajaú,Não,3,0.0,6.0
1328,Segunda,Sim,Não,João Dias,Osasco,Não,3,0.0,10.0
1329,Segunda,Sim,Não,Hebraica Rebouças,Osasco,Não,3,0.0,9.0
1330,Quinta,Sim,Sim,Cidade Jardim,Grajaú,Não,4,0.0,9.0
1331,Terça,Não,Sim,Primavera Interlagos,Osasco,Não,1,0.0,5.0
1332,Quinta,Não,Sim,Villa-Lobos Jaguaré,Osasco,Não,2,0.0,7.0
1333,Sexta,Não,Não,Morumbi,Grajaú,Não,2,0.0,6.0
1334,Quarta,Sim,Sim,Granja Julieta,Osasco,Não,3,0.0,9.0
1335,Segunda,Sim,Sim,Mendes Vila Natal,Osasco,Não,3,0.0,13.0
1336,Quinta,Sim,Sim,Socorro,Grajaú,Sim,3,0.0,9.0
1337,Segunda,Sim,Sim,Vila Olímpia,Osasco,Não,3,0.0,12.0
1338,Sábado,Sim,Sim,Socorro,Osasco,Não,4,0.0,9.0
1339,Quarta,Não,Sim,Santo Amaro,Osasco,Não,3,0.0,4.0
1340,Quinta,Não,Não,Vila Olímpia,Grajaú,Não,1,0.0,5.0
1341,Quinta,Sim,Não,Villa-Lobos Jaguaré,Grajaú,Não,4,0.0,12.0
1342,Terça,Não,Sim,Villa-Lobos Jaguaré,Grajaú,Não,2,0.0,5.0
1343,Sexta,Não,Sim,Granja Julieta,Grajaú,Não,3,0.0,3.0
1344,Sábado,Não,Não,Mendes Vila Natal,Grajaú,Sim,2,0.0,7.0
1345,Sábado,Sim,Sim,Grajau,Grajaú,Sim,4,0.0,13.0
1346,Domingo,Não,Sim,Pres. Altino,Grajaú,Não,1,0.0,8.0
1347,Quarta,Sim,Sim,Autódromo,Grajaú,Não,4,0.0,10.0
1348,Sábado,Sim,Sim,Cidade Jardim,Osasco,Não,5,0.0,12.0
1349,Quarta,Sim,Sim,Grajau,Grajaú,Não,3,0.0,14.0
1350,Segunda,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Não,5,0.0,13.0
1351,Terça,Sim,Sim,Osasco,Osasco,Não,3,0.0,9.0
1352,Quarta,Sim,Sim,Mendes Vila Natal,Grajaú,Não,4,0.0,10.0
1353,Quinta,Sim,Sim,Ceasa,Osasco,Não,4,0.0,14.0
1354,Sexta,Sim,Não,Primavera Interlagos,Grajaú,Não,3,0.0,11.0
1355,Terça,Não,Sim,Pres. Altino,Grajaú,Sim,3,0.0,7.0
1356,Domingo,Não,Sim,Pres. Altino,Osasco,Não,1,0.0,5.0
1357,Segunda,Não,Não,Mendes Vila Natal,Grajaú,Sim,1,0.0,8.0
1358,Domingo,Não,Sim,Cidade Jardim,Osasco,Não,2,0.0,8.0
1359,Domingo,Não,Sim,Berrini,Osasco,Sim,1,0.0,4.0
1360,Quinta,Sim,Sim,Cidade Jardim,Osasco,Não,4,0.0,15.0
1361,Segunda,Sim,Sim,Osasco,Osasco,Não,5,0.0,11.0
1362,Sexta,Sim,Sim,Cidade Universitária,Osasco,Não,4,0.0,14.0
1363,Segunda,Sim,Não,Socorro,Grajaú,Sim,3,0.0,12.0
1364,Terça,Não,Sim,Cidade Jardim,Osasco,Não,3,0.0,6.0
1365,Sábado,Sim,Sim,Cidade Universitária,Osasco,Sim,5,0.0,9.0
1366,Quarta,Não,Sim,Berrini,Osasco,Não,1,0.0,6.0
1367,Quinta,Não,Sim,Primavera Interlagos,Osasco,Sim,3,0.0,7.0
1368,Domingo,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Não,4,0.0,13.0
1369,Sexta,Sim,Não,Autódromo,Osasco,Não,5,0.0,12.0
1370,Quinta,Não,Não,Ceasa,Osasco,Não,2,0.0,5.0
1371,Sexta,Sim,Sim,Primavera Interlagos,Osasco,Não,4,0.0,14.0
1372,Terça,Sim,Sim,Pres. Altino,Grajaú,Sim,5,0.0,10.0
1373,Segunda,Não,Sim,Cidade Universitária,Grajaú,Não,2,0.0,7.0
1374,Sexta,Sim,Sim,Autódromo,Osasco,Não,3,0.0,10.0
1375,Terça,Sim,Não,Pinheiros,Osasco,Não,4,0.0,13.0
1376,Segunda,Sim,Sim,João Dias,Osasco,Não,5,0.0,9.0
1377,Terça,Não,Sim,Ceasa,Osasco,Não,1,0.0,7.0
1378,Terça,Sim,Não,Berrini,Grajaú,Não,4,0.0,13.0
1379,Terça,Sim,Não,Mendes Vila Natal,Osasco,Não,5,0.0,10.0
1380,Terça,Não,Sim,Socorro,Grajaú,Sim,2,0.0,5.0
1381,Domingo,Sim,Sim,Morumbi,Osasco,Não,3,0.0,9.0
1382,Sexta,Sim,Sim,Morumbi,Grajaú,Não,4,0.0,9.0
1383,Quinta,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Não,5,0.0,9.0
1384,Sábado,Sim,Sim,Ceasa,Osasco,Sim,5,0.0,9.0
1385,Quinta,Sim,Sim,Vila Olímpia,Grajaú,Não,3,0.0,14.0
1386,Terça,Não,Sim,Pinheiros,Osasco,Não,3,0.0,8.0
1387,Quarta,Sim,Sim,João Dias,Grajaú,Sim,5,0.0,9.0
1388,Sábado,Sim,Sim,João Dias,Osasco,Sim,5,0.0,10.0
1389,Quarta,Sim,Sim,João Dias,Grajaú,Sim,3,0.0,10.0
1390,Terça,Sim,Não,Berrini,Osasco,Não,4,0.0,9.0
1391,Quinta,Sim,Não,Grajau,Osasco,Não,5,0.0,11.0
1392,Terça,Sim,Não,Cidade Jardim,Grajaú,Não,4,0.0,13.0
1393,Sexta,Sim,Sim,Santo Amaro,Grajaú,Não,3,0.0,9.0
1394,Sexta,Não,Sim,Cidade Jardim,Grajaú,Sim,1,0.0,5.0
1395,Domingo,Sim,Sim,Pres. Altino,Grajaú,Não,5,0.0,11.0
1396,Quarta,Sim,Sim,Pinheiros,Osasco,Sim,4,0.0,13.0
1397,Terça,Sim,Sim,Autódromo,Osasco,Não,4,0.0,13.0
1398,Sexta,Sim,Sim,Osasco,Osasco,Não,5,0.0,13.0
1399,Segunda,Sim,Sim,Autódromo,Grajaú,Não,4,0.0,15.0
1400,Terça,Não,Não,Pres. Altino,Grajaú,Sim,2,0.0,4.0
1401,Sexta,Sim,Não,Cidade Universitária,Osasco,Não,5,0.0,9.0
1402,Terça,Sim,Sim,Pinheiros,Osasco,Não,5,0.0,10.0
1403,Quinta,Sim,Sim,Granja Julieta,Osasco,Não,3,0.0,13.0
1404,Sábado,Sim,Sim,Ceasa,Osasco,Não,5,0.0,13.0
1405,Quarta,Sim,Sim,Berrini,Osasco,Não,4,0.0,11.0
1406,Quarta,Sim,Sim,Granja Julieta,Grajaú,Não,4,0.0,11.0
1407,Sábado,Sim,Sim,Ceasa,Osasco,Não,3,0.0,12.0
1408,Segunda,Sim,Sim,Mendes Vila Natal,Grajaú,Sim,3,0.0,12.0
1409,Terça,Sim,Sim,Autódromo,Grajaú,Não,4,0.0,11.0
1410,Domingo,Não,Sim,Hebraica Rebouças,Grajaú,Não,1,0.0,7.0
1411,Domingo,Sim,Sim,Ceasa,Osasco,Não,5,0.0,11.0
1412,Domingo,Sim,Sim,João Dias,Grajaú,Não,4,0.0,13.0
1413,Sexta,Sim,Sim,Mendes Vila Natal,Osasco,Não,4,0.0,14.0
1414,Segunda,Sim,Sim,Osasco,Grajaú,Não,4,0.0,9.0
1415,Sábado,Sim,Sim,João Dias,Grajaú,Sim,3,0.0,10.0
1416,Sexta,Sim,Sim,Cidade Jardim,Osasco,Não,5,0.0,12.0
1417,Quinta,Sim,Sim,Ceasa,Osasco,Sim,4,0.0,10.0
1418,Domingo,Não,Sim,Vila Olímpia,Grajaú,Não,1,0.0,4.0
1419,Sexta,Não,Sim,Mendes Vila Natal,Osasco,Não,2,0.0,5.0
1420,Sexta,Sim,Sim,Grajau,Osasco,Não,4,0.0,14.0
1421,Terça,Não,Sim,Cidade Jardim,Grajaú,Não,3,0.0,6.0
1422,Segunda,Não,Sim,Autódromo,Osasco,Sim,3,0.0,6.0
1423,Quarta,Sim,Sim,Socorro,Grajaú,Não,4,0.0,9.0
1424,Quinta,Sim,Sim,Autódromo,Grajaú,Não,3,0.0,15.0
1425,Segunda,Sim,Não,Berrini,Osasco,Não,5,0.0,12.0
1426,Sexta,Não,Sim,João Dias,Grajaú,Sim,2,0.0,7.0
1427,Segunda,Sim,Sim,Socorro,Osasco,Sim,3,0.0,13.0
1428,Domingo,Sim,Sim,Autódromo,Osasco,Não,4,0.0,9.0
1429,Sábado,Sim,Sim,Mendes Vila Natal,Osasco,Não,3,0.0,10.0
1430,Domingo,Sim,Sim,Vila Olímpia,Osasco,Não,3,0.0,10.0
1431,Quinta,Sim,Não,Santo Amaro,Grajaú,Não,4,0.0,11.0
1432,Terça,Não,Sim,Pinheiros,Grajaú,Sim,1,0.0,3.0
1433,Segunda,Sim,Não,Villa-Lobos Jaguaré,Osasco,Sim,5,0.0,13.0
1434,Sábado,Sim,Sim,Jurubatuba,Grajaú,Sim,5,0.0,13.0
1435,Quarta,Não,Sim,Jurubatuba,Grajaú,Sim,1,0.0,3.0
1436,Quarta,Sim,Sim,Ceasa,Osasco,Não,5,0.0,12.0
1437,Quarta,Sim,Sim,Ceasa,Osasco,Não,4,0.0,9.0
1438,Terça,Sim,Sim,Pinheiros,Osasco,Sim,3,0.0,10.0
1439,Terça,Sim,Sim,Autódromo,Osasco,Não,3,0.0,11.0
1440,Terça,Sim,Sim,Grajau,Grajaú,Não,3,0.0,12.0
1441,Segunda,Sim,Sim,Granja Julieta,Osasco,Não,5,0.0,13.0
1442,Segunda,Não,Sim,Mendes Vila Natal,Grajaú,Sim,1,0.0,6.0
1443,Quinta,Sim,Sim,João Dias,Grajaú,Não,3,0.0,14.0
1444,Domingo,Não,Sim,Cidade Jardim,Osasco,Não,3,0.0,4.0
1445,Sexta,Não,Sim,Pinheiros,Grajaú,Não,1,0.0,5.0
1446,Quarta,Sim,Sim,Autódromo,Grajaú,Sim,4,0.0,9.0
1447,Quinta,Não,Não,Socorro,Grajaú,Não,3,0.0,6.0
1448,Sábado,Não,Sim,Cidade Jardim,Osasco,Não,3,0.0,3.0
1449,Quarta,Sim,Sim,Autódromo,Osasco,Sim,4,0.0,14.0
1450,Sexta,Sim,Sim,Morumbi,Grajaú,Não,4,0.0,9.0
1451,Quarta,Sim,Sim,Osasco,Grajaú,Não,5,0.0,15.0
1452,Domingo,Sim,Sim,Cidade Jardim,Osasco,Não,5,0.0,12.0
1453,Quarta,Sim,Sim,Ceasa,Osasco,Não,4,0.0,15.0
1454,Quinta,Sim,Não,Mendes Vila Natal,Osasco,Não,3,0.0,12.0
1455,Domingo,Sim,Não,Mendes Vila Natal,Grajaú,Não,5,0.0,11.0
1456,Terça,Não,Sim,Autódromo,Grajaú,Não,2,0.0,5.0
1457,Terça,Sim,Sim,Jurubatuba,Grajaú,Não,5,0.0,10.0
1458,Domingo,Não,Sim,Pres. Altino,Grajaú,Não,1,0.0,7.0
1459,Sexta,Sim,Sim,Autódromo,Grajaú,Não,5,0.0,13.0
1460,Sábado,Sim,Sim,Berrini,Grajaú,Não,5,0.0,10.0
1461,Domingo,Sim,Sim,Primavera Interlagos,Grajaú,Sim,5,0.0,12.0
1462,Sexta,Sim,Sim,Pinheiros,Osasco,Não,5,0.0,14.0
1463,Sexta,Não,Não,Grajau,Osasco,Não,1,0.0,3.0
1464,Domingo,Sim,Sim,Hebraica Rebouças,Osasco,Não,3,0.0,14.0
1465,Quarta,Não,Sim,Pinheiros,Osasco,Não,3,0.0,3.0
1466,Quarta,Não,Sim,Osasco,Osasco,Não,3,0.0,7.0
1467,Quinta,Sim,Sim,Pinheiros,Osasco,Não,5,0.0,13.0
1468,Sábado,Sim,Sim,Jurubatuba,Osasco,Não,4,0.0,12.0
1469,Sexta,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Não,5,0.0,14.0
1470,Segunda,Sim,Sim,Cidade Jardim,Grajaú,Não,5,0.0,15.0
1471,Domingo,Não,Não,Santo Amaro,Osasco,Não,2,0.0,8.0
1472,Quinta,Sim,Sim,Mendes Vila Natal,Grajaú,Não,4,0.0,12.0
1473,Segunda,Sim,Sim,Autódromo,Grajaú,Sim,4,0.0,15.0
1474,Segunda,Sim,Sim,Osasco,Grajaú,Não,5,0.0,12.0
1475,Domingo,Sim,Sim,Cidade Universitária,Grajaú,Não,4,0.0,14.0
1476,Domingo,Sim,Não,Socorro,Osasco,Não,5,0.0,14.0
1477,Domingo,Sim,Sim,Ceasa,Osasco,Sim,4,0.0,15.0
1478,Sexta,Sim,Sim,Hebraica Rebouças,Osasco,Não,3,0.0,11.0
1479,Quarta,Não,Sim,Socorro,Osasco,Não,2,0.0,7.0
1480,Terça,Não,Sim,Berrini,Osasco,Não,2,0.0,8.0
1481,Sexta,Sim,Sim,Vila Olímpia,Osasco,Sim,3,0.0,15.0
1482,Sexta,Sim,Sim,Santo Amaro,Grajaú,Não,3,0.0,15.0
1483,Sábado,Não,Sim,Socorro,Osasco,Não,3,0.0,8.0
1484,Sexta,Sim,Sim,Ceasa,Grajaú,Não,4,0.0,14.0
1485,Sábado,Sim,Sim,Pres. Altino,Grajaú,Não,5,0.0,11.0
1486,Segunda,Sim,Sim,Primavera Interlagos,Osasco,Sim,5,0.0,13.0
1487,Terça,Sim,Sim,Morumbi,Grajaú,Sim,4,0.0,11.0
1488,Terça,Sim,Não,Berrini,Grajaú,Não,5,0.0,11.0
1489,Quarta,Sim,Não,Cidade Universitária,Osasco,Sim,5,0.0,9.0
1490,Sexta,Não,Sim,Mendes Vila Natal,Grajaú,Não,1,0.0,3.0
1491,Quinta,Não,Sim,Primavera Interlagos,Grajaú,Não,2,0.0,6.0
1492,Sábado,Não,Sim,Mendes Vila Natal,Grajaú,Não,2,0.0,7.0
1493,Segunda,Sim,Sim,Cidade Universitária,Osasco,Não,5,0.0,15.0
1494,Segunda,Não,Sim,Morumbi,Grajaú,Não,3,0.0,8.0
1495,Terça,Sim,Sim,João Dias,Osasco,Não,4,0.0,11.0
1496,Sábado,Sim,Sim,Mendes Vila Natal,Osasco,Não,5,0.0,11.0
1497,Segunda,Sim,Sim,Hebraica Rebouças,Grajaú,Não,4,0.0,12.0
1498,Segunda,Sim,Sim,Pres. Altino,Grajaú,Não,4,0.0,11.0
1499,Quinta,Sim,Não,Pres. Altino,Grajaú,Não,4,0.0,14.0
1500,Segunda,Sim,Sim,Vila Olímpia,Osasco,Não,4,0.0,13.0
1501,Domingo,Não,Sim,Hebraica Rebouças,Grajaú,Não,2,0.0,7.0
1502,Segunda,Não,Sim,Jurubatuba,Osasco,Não,3,0.0,5.0
1503,Segunda,Sim,Sim,Hebraica Rebouças,Osasco,Não,4,0.0,9.0
1504,Quarta,Não,Sim,Osasco,Grajaú,Não,1,0.0,4.0
1505,Sexta,Sim,Sim,Primavera Interlagos,Osasco,Não,4,0.0,15.0
1506,Quinta,Sim,Não,Cidade Universitária,Grajaú,Não,3,0.0,14.0
1507,Segunda,Sim,Não,Granja Julieta,Osasco,Não,5,0.0,15.0
1508,Sábado,Sim,Não,Osasco,Grajaú,Não,5,0.0,15.0
1509,Domingo,Sim,Sim,Morumbi,Osasco,Não,5,0.0,13.0
1510,Terça,Não,Sim,Pinheiros,Grajaú,Sim,3,0.0,8.0
1511,Domingo,Sim,Sim,Grajau,Grajaú,Não,4,0.0,9.0
1512,Quarta,Não,Sim,Mendes Vila Natal,Osasco,Não,3,0.0,8.0
1513,Quarta,Sim,Não,Jurubatuba,Grajaú,Não,5,0.0,12.0
1514,Sexta,Sim,Sim,Santo Amaro,Osasco,Não,5,0.0,10.0
1515,Segunda,Sim,Sim,Berrini,Grajaú,Não,4,0.0,15.0
1516,Sexta,Sim,Sim,Pinheiros,Osasco,Não,5,0.0,15.0
1517,Sábado,Sim,Sim,Hebraica Rebouças,Osasco,Sim,5,0.0,11.0
1518,Quinta,Sim,Sim,Berrini,Osasco,Sim,4,0.0,13.0
1519,Segunda,Sim,Sim,Cidade Jardim,Grajaú,Não,3,0.0,11.0
1520,Sábado,Sim,Sim,Morumbi,Osasco,Não,3,0.0,15.0
1521,Terça,Não,Sim,Jurubatuba,Osasco,Sim,3,0.0,4.0
1522,Segunda,Não,Sim,Pinheiros,Osasco,Não,2,0.0,6.0
1523,Quarta,Sim,Sim,Santo Amaro,Osasco,Não,5,0.0,13.0
1524,Quarta,Não,Sim,Vila Olímpia,Osasco,Não,1,0.0,4.0
1525,Sábado,Sim,Sim,Autódromo,Osasco,Não,5,0.0,14.0
1526,Domingo,Sim,Sim,Vila Olímpia,Grajaú,Não,5,0.0,12.0
1527,Segunda,Sim,Sim,Berrini,Grajaú,Não,5,0.0,13.0
1528,Sábado,Não,Não,Cidade Universitária,Osasco,Sim,2,0.0,4.0
1529,Segunda,Sim,Não,Jurubatuba,Grajaú,Não,4,0.0,14.0
1530,Quinta,Sim,Sim,Jurubatuba,Grajaú,Não,5,0.0,9.0
1531,Sábado,Não,Não,Cidade Jardim,Grajaú,Sim,3,0.0,3.0
1532,Sexta,Não,Sim,Santo Amaro,Osasco,Não,1,0.0,7.0
1533,Domingo,Sim,Sim,Ceasa,Grajaú,Sim,4,0.0,13.0
1534,Terça,Sim,Sim,Pinheiros,Grajaú,Não,4,0.0,15.0
1535,Sexta,Sim,Não,Villa-Lobos Jaguaré,Grajaú,Não,4,0.0,15.0
1536,Sexta,Sim,Sim,João Dias,Osasco,Não,5,0.0,12.0
1537,Quarta,Sim,Sim,Jurubatuba,Osasco,Não,3,0.0,13.0
1538,Terça,Sim,Sim,Morumbi,Grajaú,Não,4,0.0,11.0
1539,Sexta,Sim,Sim,Pinheiros,Grajaú,Não,5,0.0,13.0
1540,Sexta,Não,Sim,Cidade Universitária,Osasco,Não,2,0.0,6.0
1541,Terça,Sim,Sim,Autódromo,Osasco,Não,5,0.0,9.0
1542,Domingo,Sim,Sim,Morumbi,Grajaú,Não,5,0.0,9.0
1543,Domingo,Sim,Não,Cidade Universitária,Grajaú,Não,4,0.0,15.0
1544,Quarta,Sim,Sim,Jurubatuba,Osasco,Não,4,0.0,9.0
1545,Terça,Não,Não,Socorro,Osasco,Não,2,0.0,8.0
1546,Terça,Sim,Não,Autódromo,Grajaú,Não,5,0.0,13.0
1547,Sexta,Não,Sim,Morumbi,Grajaú,Não,1,0.0,5.0
1548,Domingo,Não,Sim,Socorro,Osasco,Sim,3,0.0,3.0
1549,Terça,Sim,Sim,Pinheiros,Osasco,Não,5,0.0,9.0
1550,Sábado,Não,Não,Santo Amaro,Osasco,Não,2,0.0,3.0
1551,Sábado,Não,Sim,Osasco,Osasco,Não,3,0.0,8.0
1552,Quarta,Sim,Não,João Dias,Grajaú,Sim,4,0.0,15.0
1553,Sexta,Não,Sim,Osasco,Osasco,Não,3,0.0,4.0
1554,Domingo,Não,Não,Cidade Jardim,Osasco,Não,2,0.0,3.0
1555,Quarta,Não,Não,Primavera Interlagos,Grajaú,Não,3,0.0,5.0
1556,Sexta,Sim,Não,Primavera Interlagos,Osasco,Sim,4,0.0,9.0
1557,Quinta,Sim,Sim,Osasco,Grajaú,Não,5,0.0,11.0
1558,Quinta,Não,Sim,Cidade Jardim,Grajaú,Não,1,0.0,3.0
1559,Sexta,Sim,Não,Osasco,Osasco,Sim,5,0.0,15.0
1560,Domingo,Sim,Sim,Granja Julieta,Grajaú,Não,5,0.0,15.0
1561,Quinta,Sim,Não,Mendes Vila Natal,Grajaú,Não,5,0.0,13.0
1562,Sexta,Sim,Sim,Hebraica Rebouças,Osasco,Não,5,0.0,11.0
1563,Terça,Não,Não,Grajau,Osasco,Não,3,0.0,8.0
1564,Sexta,Sim,Sim,Mendes Vila Natal,Grajaú,Não,5,0.0,15.0
1565,Segunda,Sim,Sim,João Dias,Grajaú,Não,4,0.0,12.0
1566,Quarta,Não,Sim,Pres. Altino,Osasco,Não,2,0.0,5.0
1567,Quinta,Sim,Sim,Berrini,Grajaú,Sim,5,0.0,15.0
1568,Terça,Sim,Sim,João Dias,Osasco,Sim,3,0.0,10.0
1569,Domingo,Sim,Não,Pres. Altino,Osasco,Não,4,0.0,9.0
1570,Quarta,Sim,Não,Cidade Jardim,Grajaú,Não,5,0.0,10.0
1571,Segunda,Não,Sim,Mendes Vila Natal,Grajaú,Não,3,0.0,6.0
1572,Quinta,Sim,Sim,Cidade Universitária,Grajaú,Não,5,0.0,15.0
1573,Segunda,Sim,Sim,Osasco,Grajaú,Não,5,0.0,14.0
1574,Segunda,Sim,Sim,Cidade Universitária,Osasco,Sim,5,0.0,10.0
1575,Quarta,Sim,Não,Berrini,Osasco,Não,3,0.0,15.0
1576,Quinta,Sim,Sim,Vila Olímpia,Osasco,Não,5,0.0,12.0
